date,country,location_type,mojo_integration,website_visitors,service_page_views,contact_form_views,contact_form_submits,qualified_leads,project_discussions,contracts_signed
2024-02-14,England,Primary Market,True,3205,2074,914,442,215,134,42
2024-02-14,North America,Expansion Market,False,3931,1954,871,369,241,74,35
2024-02-14,Australia,Expansion Market,False,3826,1904,863,253,100,36,9
2024-02-14,Croatia,Primary Market,True,2497,1302,285,129,76,29,9
2024-02-15,Germany,Primary Market,True,1934,1243,250,98,61,29,10
2024-02-15,Netherlands,Primary Market,True,1457,832,405,110,64,42,17
2024-02-15,England,Primary Market,True,2854,1147,392,169,88,59,25
2024-02-15,North America,Expansion Market,False,596,346,80,38,25,9,3
2024-02-15,Australia,Expansion Market,False,1887,1177,530,261,122,70,21
2024-02-15,Croatia,Primary Market,True,2387,1070,436,148,96,61,20
2024-02-16,Germany,Primary Market,True,1132,570,206,57,28,14,4
2024-02-16,Netherlands,Primary Market,True,3994,2287,557,193,99,57,20
2024-02-16,England,Primary Market,True,2503,1085,248,70,48,25,11
2024-02-16,North America,Expansion Market,False,2765,1154,243,66,35,24,9
2024-02-16,Australia,Expansion Market,False,2430,1590,751,347,193,97,23
2024-02-16,Croatia,Primary Market,True,587,258,66,24,15,5,1
2024-02-17,Germany,Primary Market,True,3371,2109,977,245,126,54,19
2024-02-17,Netherlands,Primary Market,True,2595,1519,671,214,144,49,23
2024-02-17,England,Primary Market,True,3418,1811,443,180,63,34,14
2024-02-17,North America,Expansion Market,False,2528,1153,439,206,132,77,28
2024-02-17,Australia,Expansion Market,False,1108,544,260,81,26,16,3
2024-02-17,Croatia,Primary Market,True,3403,1854,659,315,96,48,22
2024-02-18,Germany,Primary Market,True,519,301,86,33,15,8,3
2024-02-18,Netherlands,Primary Market,True,1678,814,280,85,35,17,5
2024-02-18,England,Primary Market,True,3656,1551,708,262,119,71,29
2024-02-18,North America,Expansion Market,False,3359,1722,645,195,123,83,28
2024-02-18,Australia,Expansion Market,False,1893,1185,319,102,40,22,10
2024-02-18,Croatia,Primary Market,True,3257,2202,453,138,87,38,13
2024-02-19,Germany,Primary Market,True,1005,556,252,73,33,16,4
2024-02-19,Netherlands,Primary Market,True,1680,793,347,116,58,34,15
2024-02-19,England,Primary Market,True,2353,1445,540,241,159,48,23
2024-02-19,North America,Expansion Market,False,650,347,109,25,16,7,2
2024-02-19,Australia,Expansion Market,False,3461,2415,1139,551,311,177,50
2024-02-19,Croatia,Primary Market,True,1486,952,271,88,41,14,6
2024-02-20,Germany,Primary Market,True,3688,1670,367,132,47,25,9
2024-02-20,Netherlands,Primary Market,True,1097,509,130,33,16,5,1
2024-02-20,England,Primary Market,True,581,395,131,47,25,11,3
2024-02-20,North America,Expansion Market,False,3667,1644,630,304,157,72,18
2024-02-20,Australia,Expansion Market,False,3929,1584,339,111,35,19,5
2024-02-20,Croatia,Primary Market,True,3728,1987,608,147,90,37,7
2024-02-21,Germany,Primary Market,True,2547,1262,432,157,100,51,21
2024-02-21,Netherlands,Primary Market,True,1307,772,224,80,37,15,5
2024-02-21,England,Primary Market,True,1048,628,247,53,24,9,4
2024-02-21,North America,Expansion Market,False,694,342,84,30,10,3,1
2024-02-21,Australia,Expansion Market,False,1358,730,226,50,28,14,4
2024-02-21,Croatia,Primary Market,True,3251,1345,421,191,109,39,17
2024-02-22,Germany,Primary Market,True,819,498,199,63,43,18,6
2024-02-22,Netherlands,Primary Market,True,1035,459,107,34,18,10,4
2024-02-22,England,Primary Market,True,2886,1535,663,183,82,50,18
2024-02-22,North America,Expansion Market,False,3173,1877,816,209,82,29,6
2024-02-22,Australia,Expansion Market,False,2006,1147,282,94,37,23,10
2024-02-22,Croatia,Primary Market,True,1653,943,318,74,35,16,4
2024-02-23,Germany,Primary Market,True,1814,1179,480,197,106,40,13
2024-02-23,Netherlands,Primary Market,True,3071,1979,774,163,106,62,16
2024-02-23,England,Primary Market,True,3762,1609,400,191,94,52,25
2024-02-23,North America,Expansion Market,False,2209,1206,344,96,55,19,6
2024-02-23,Australia,Expansion Market,False,3846,2093,1006,356,216,81,20
2024-02-23,Croatia,Primary Market,True,2802,1342,591,275,159,104,31
2024-02-24,Germany,Primary Market,True,1337,701,237,101,32,21,8
2024-02-24,Netherlands,Primary Market,True,3791,2361,933,404,220,124,56
2024-02-24,England,Primary Market,True,2822,1184,382,87,57,39,17
2024-02-24,North America,Expansion Market,False,2688,1495,604,150,61,24,7
2024-02-24,Australia,Expansion Market,False,989,661,179,47,32,18,7
2024-02-24,Croatia,Primary Market,True,3978,2461,776,196,66,40,15
2024-02-25,Germany,Primary Market,True,1425,871,340,144,86,29,8
2024-02-25,Netherlands,Primary Market,True,2407,1067,252,96,61,32,15
2024-02-25,England,Primary Market,True,2711,1412,669,295,104,55,23
2024-02-25,North America,Expansion Market,False,2120,1122,370,107,47,15,6
2024-02-25,Australia,Expansion Market,False,3443,1870,773,350,125,79,21
2024-02-25,Croatia,Primary Market,True,2176,1044,221,104,40,14,4
2024-02-26,Germany,Primary Market,True,2056,1205,575,211,138,69,23
2024-02-26,Netherlands,Primary Market,True,2793,1900,757,222,76,27,7
2024-02-26,England,Primary Market,True,1355,915,381,91,56,19,5
2024-02-26,North America,Expansion Market,False,984,438,129,31,9,4,1
2024-02-26,Australia,Expansion Market,False,745,380,80,35,16,5,1
2024-02-26,Croatia,Primary Market,True,2373,1202,519,213,64,19,5
2024-02-27,Germany,Primary Market,True,3007,1743,379,146,83,28,11
2024-02-27,Netherlands,Primary Market,True,3614,2225,758,225,118,52,15
2024-02-27,England,Primary Market,True,808,504,177,79,49,26,6
2024-02-27,North America,Expansion Market,False,1483,777,309,88,61,29,8
2024-02-27,Australia,Expansion Market,False,2148,920,308,150,59,20,8
2024-02-27,Croatia,Primary Market,True,3259,2256,594,195,124,79,30
2024-02-28,Germany,Primary Market,True,3620,1503,630,222,132,85,32
2024-02-28,Netherlands,Primary Market,True,1686,970,203,49,23,9,2
2024-02-28,England,Primary Market,True,3877,1658,738,218,114,56,21
2024-02-28,North America,Expansion Market,False,3834,2175,1038,349,152,50,18
2024-02-28,Australia,Expansion Market,False,1588,1067,501,155,100,65,22
2024-02-28,Croatia,Primary Market,True,3379,1679,588,286,162,83,21
2024-02-29,Germany,Primary Market,True,1385,911,261,88,53,25,6
2024-02-29,Netherlands,Primary Market,True,1363,793,182,45,29,13,5
2024-02-29,England,Primary Market,True,739,454,131,54,23,7,3
2024-02-29,North America,Expansion Market,False,1198,578,153,59,39,20,6
2024-02-29,Australia,Expansion Market,False,2487,1271,551,153,51,16,5
2024-02-29,Croatia,Primary Market,True,2011,1190,491,200,113,75,27
2024-03-01,Germany,Primary Market,True,3627,1898,520,204,141,71,32
2024-03-01,Netherlands,Primary Market,True,2601,1474,423,187,80,31,10
2024-03-01,England,Primary Market,True,2585,1094,506,147,54,22,5
2024-03-01,North America,Expansion Market,False,1026,473,185,67,25,10,2
2024-03-01,Australia,Expansion Market,False,1095,581,214,49,29,19,7
2024-03-01,Croatia,Primary Market,True,1774,804,352,105,33,15,6
2024-03-02,Germany,Primary Market,True,3139,1745,726,303,146,73,17
2024-03-02,Netherlands,Primary Market,True,2070,1184,344,118,52,28,5
2024-03-02,England,Primary Market,True,2840,1943,809,287,111,66,13
2024-03-02,North America,Expansion Market,False,2775,1581,531,223,143,48,13
2024-03-02,Australia,Expansion Market,False,1722,693,327,78,52,27,10
2024-03-02,Croatia,Primary Market,True,1236,573,199,96,30,10,3
2024-03-03,Germany,Primary Market,True,532,268,118,58,28,9,2
2024-03-03,Netherlands,Primary Market,True,2596,1325,438,129,69,27,13
2024-03-03,England,Primary Market,True,1670,721,300,78,33,13,5
2024-03-03,North America,Expansion Market,False,556,265,53,14,8,3,1
2024-03-03,Australia,Expansion Market,False,2811,1959,554,134,75,39,13
2024-03-03,Croatia,Primary Market,True,791,350,121,55,35,21,9
2024-03-04,Germany,Primary Market,True,1371,723,208,73,42,14,4
2024-03-04,Netherlands,Primary Market,True,1893,1129,338,160,65,38,10
2024-03-04,England,Primary Market,True,516,323,121,35,18,5,1
2024-03-04,North America,Expansion Market,False,774,511,107,27,14,4,1
2024-03-04,Australia,Expansion Market,False,3128,1268,458,158,103,31,10
2024-03-04,Croatia,Primary Market,True,2719,1340,432,149,64,36,12
2024-03-05,Germany,Primary Market,True,586,315,65,24,12,3,0
2024-03-05,Netherlands,Primary Market,True,944,408,106,40,20,11,5
2024-03-05,England,Primary Market,True,933,530,247,89,57,22,7
2024-03-05,North America,Expansion Market,False,3849,1579,558,169,117,80,22
2024-03-05,Australia,Expansion Market,False,1161,699,149,31,21,14,5
2024-03-05,Croatia,Primary Market,True,3149,2151,885,269,81,29,8
2024-03-06,Germany,Primary Market,True,853,350,103,44,19,10,3
2024-03-06,Netherlands,Primary Market,True,3924,2195,932,354,124,67,23
2024-03-06,England,Primary Market,True,1035,566,178,54,23,13,2
2024-03-06,North America,Expansion Market,False,1084,522,116,42,19,12,3
2024-03-06,Australia,Expansion Market,False,1363,911,448,99,51,34,13
2024-03-06,Croatia,Primary Market,True,1651,870,257,120,69,35,12
2024-03-07,Germany,Primary Market,True,3989,2316,657,153,71,43,9
2024-03-07,Netherlands,Primary Market,True,1377,659,316,113,38,20,6
2024-03-07,England,Primary Market,True,1267,647,262,53,25,9,3
2024-03-07,North America,Expansion Market,False,3809,2501,737,266,177,121,29
2024-03-07,Australia,Expansion Market,False,3331,2027,850,216,113,41,15
2024-03-07,Croatia,Primary Market,True,1942,1150,392,90,33,10,3
2024-03-08,Germany,Primary Market,True,501,286,136,48,23,9,1
2024-03-08,Netherlands,Primary Market,True,2732,1793,425,190,121,57,16
2024-03-08,England,Primary Market,True,2901,1452,357,139,57,36,11
2024-03-08,North America,Expansion Market,False,519,250,100,43,16,8,2
2024-03-08,Australia,Expansion Market,False,1982,923,440,183,72,21,8
2024-03-08,Croatia,Primary Market,True,2307,1174,543,130,79,32,8
2024-03-09,Germany,Primary Market,True,3360,1691,649,184,104,57,24
2024-03-09,Netherlands,Primary Market,True,3639,2544,1106,443,225,130,61
2024-03-09,England,Primary Market,True,1523,651,174,74,45,17,5
2024-03-09,North America,Expansion Market,False,2858,1752,744,331,206,112,45
2024-03-09,Australia,Expansion Market,False,1237,699,181,41,27,9,2
2024-03-09,Croatia,Primary Market,True,639,429,205,83,45,29,12
2024-03-10,Germany,Primary Market,True,1558,758,229,100,44,24,6
2024-03-10,Netherlands,Primary Market,True,730,467,114,55,29,16,5
2024-03-10,England,Primary Market,True,917,444,133,61,35,21,9
2024-03-10,North America,Expansion Market,False,2928,1886,729,349,207,105,30
2024-03-10,Australia,Expansion Market,False,3982,2425,693,293,111,34,16
2024-03-10,Croatia,Primary Market,True,1651,916,455,93,58,19,4
2024-03-11,Germany,Primary Market,True,1114,648,256,104,58,27,13
2024-03-11,Netherlands,Primary Market,True,1063,688,212,103,54,21,10
2024-03-11,England,Primary Market,True,968,495,125,32,12,5,1
2024-03-11,North America,Expansion Market,False,3519,1671,516,177,62,31,10
2024-03-11,Australia,Expansion Market,False,2683,1555,311,107,57,36,17
2024-03-11,Croatia,Primary Market,True,2968,1668,623,180,122,65,25
2024-03-12,Germany,Primary Market,True,997,403,181,43,20,10,2
2024-03-12,Netherlands,Primary Market,True,3204,1856,725,169,51,33,15
2024-03-12,England,Primary Market,True,1466,937,348,158,97,43,16
2024-03-12,North America,Expansion Market,False,3910,1890,911,317,197,65,19
2024-03-12,Australia,Expansion Market,False,2435,1411,566,248,90,43,21
2024-03-12,Croatia,Primary Market,True,1149,707,308,69,22,7,1
2024-03-13,Germany,Primary Market,True,1500,1045,449,124,47,32,7
2024-03-13,Netherlands,Primary Market,True,2875,1884,745,268,153,64,28
2024-03-13,England,Primary Market,True,2891,1814,666,268,121,76,17
2024-03-13,North America,Expansion Market,False,2459,1710,499,159,95,59,19
2024-03-13,Australia,Expansion Market,False,2095,1167,268,107,58,30,11
2024-03-13,Croatia,Primary Market,True,2189,1001,369,142,96,34,10
2024-03-14,Germany,Primary Market,True,1859,1104,421,149,99,61,18
2024-03-14,Netherlands,Primary Market,True,3874,1896,454,119,54,32,12
2024-03-14,England,Primary Market,True,862,535,156,42,23,11,4
2024-03-14,North America,Expansion Market,False,2647,1178,247,86,49,31,11
2024-03-14,Australia,Expansion Market,False,2302,1606,349,163,70,21,8
2024-03-14,Croatia,Primary Market,True,3177,1521,579,214,112,60,21
2024-03-15,Germany,Primary Market,True,2475,1098,345,97,63,23,6
2024-03-15,Netherlands,Primary Market,True,1116,505,152,38,20,11,2
2024-03-15,England,Primary Market,True,3822,2017,431,143,82,33,9
2024-03-15,North America,Expansion Market,False,2738,1370,380,135,91,33,11
2024-03-15,Australia,Expansion Market,False,2711,1190,474,116,57,31,13
2024-03-15,Croatia,Primary Market,True,2023,887,213,63,35,12,4
2024-03-16,Germany,Primary Market,True,2056,827,373,119,67,29,9
2024-03-16,Netherlands,Primary Market,True,863,499,177,85,48,16,5
2024-03-16,England,Primary Market,True,1444,931,239,97,52,25,6
2024-03-16,North America,Expansion Market,False,2029,912,445,92,64,26,8
2024-03-16,Australia,Expansion Market,False,1066,719,230,91,34,22,10
2024-03-16,Croatia,Primary Market,True,578,357,164,55,35,20,8
2024-03-17,Germany,Primary Market,True,660,432,133,59,21,10,2
2024-03-17,Netherlands,Primary Market,True,3312,1370,389,129,56,27,12
2024-03-17,England,Primary Market,True,922,629,181,43,23,7,2
2024-03-17,North America,Expansion Market,False,2321,1499,588,147,48,23,8
2024-03-17,Australia,Expansion Market,False,3753,2113,997,394,139,58,13
2024-03-17,Croatia,Primary Market,True,3456,1731,759,351,125,49,11
2024-03-18,Germany,Primary Market,True,3824,2573,1242,497,309,201,45
2024-03-18,Netherlands,Primary Market,True,2397,1350,394,91,34,17,8
2024-03-18,England,Primary Market,True,1870,901,276,58,26,16,3
2024-03-18,North America,Expansion Market,False,3203,1994,877,196,87,44,13
2024-03-18,Australia,Expansion Market,False,3986,2748,1343,621,201,76,21
2024-03-18,Croatia,Primary Market,True,1518,827,346,114,55,35,15
2024-03-19,Germany,Primary Market,True,3050,2104,901,341,220,124,28
2024-03-19,Netherlands,Primary Market,True,1999,898,188,75,28,10,4
2024-03-19,England,Primary Market,True,1435,987,215,103,64,33,7
2024-03-19,North America,Expansion Market,False,832,580,198,56,39,18,8
2024-03-19,Australia,Expansion Market,False,2195,1351,648,148,54,32,13
2024-03-19,Croatia,Primary Market,True,922,508,111,35,21,11,5
2024-03-20,Germany,Primary Market,True,2332,1175,498,222,97,54,18
2024-03-20,Netherlands,Primary Market,True,3247,2045,876,267,134,63,27
2024-03-20,England,Primary Market,True,2049,841,408,182,106,39,13
2024-03-20,North America,Expansion Market,False,3321,2312,586,218,129,40,12
2024-03-20,Australia,Expansion Market,False,1372,636,135,52,19,6,1
2024-03-20,Croatia,Primary Market,True,2532,1122,402,95,29,18,5
2024-03-21,Germany,Primary Market,True,3475,2151,667,228,105,33,8
2024-03-21,Netherlands,Primary Market,True,1609,661,156,43,24,10,2
2024-03-21,England,Primary Market,True,1641,893,333,99,50,16,7
2024-03-21,North America,Expansion Market,False,3363,1666,778,213,112,70,26
2024-03-21,Australia,Expansion Market,False,3273,1935,632,169,79,45,15
2024-03-21,Croatia,Primary Market,True,1423,973,384,126,42,15,6
2024-03-22,Germany,Primary Market,True,793,321,102,29,14,9,3
2024-03-22,Netherlands,Primary Market,True,3976,1703,651,240,152,102,38
2024-03-22,England,Primary Market,True,3647,2337,1160,477,194,92,28
2024-03-22,North America,Expansion Market,False,2004,893,220,97,55,17,8
2024-03-22,Australia,Expansion Market,False,3538,2465,597,294,119,38,12
2024-03-22,Croatia,Primary Market,True,1113,650,167,73,27,9,1
2024-03-23,Germany,Primary Market,True,2902,2020,798,290,164,97,23
2024-03-23,Netherlands,Primary Market,True,794,415,204,88,42,19,6
2024-03-23,England,Primary Market,True,3359,1930,826,347,217,94,24
2024-03-23,North America,Expansion Market,False,3318,1412,573,248,118,41,13
2024-03-23,Australia,Expansion Market,False,1004,546,195,89,34,22,6
2024-03-23,Croatia,Primary Market,True,3785,1796,613,231,148,84,25
2024-03-24,Germany,Primary Market,True,648,329,164,43,27,11,3
2024-03-24,Netherlands,Primary Market,True,3065,1527,762,369,214,129,32
2024-03-24,England,Primary Market,True,2903,1538,760,172,93,61,24
2024-03-24,North America,Expansion Market,False,1508,1038,443,196,133,54,21
2024-03-24,Australia,Expansion Market,False,2649,1582,663,280,138,71,25
2024-03-24,Croatia,Primary Market,True,1050,428,95,43,25,14,5
2024-03-25,Germany,Primary Market,True,3215,1473,710,235,110,52,24
2024-03-25,Netherlands,Primary Market,True,2896,1829,734,354,204,82,33
2024-03-25,England,Primary Market,True,718,422,199,90,42,22,5
2024-03-25,North America,Expansion Market,False,1891,1235,262,79,41,18,7
2024-03-25,Australia,Expansion Market,False,1916,1129,242,73,29,16,5
2024-03-25,Croatia,Primary Market,True,1662,930,315,144,78,45,15
2024-03-26,Germany,Primary Market,True,2401,1150,433,180,83,47,15
2024-03-26,Netherlands,Primary Market,True,662,268,60,12,3,1,0
2024-03-26,England,Primary Market,True,2702,1806,457,216,101,58,25
2024-03-26,North America,Expansion Market,False,1442,886,393,147,85,58,28
2024-03-26,Australia,Expansion Market,False,2508,1604,586,121,59,29,9
2024-03-26,Croatia,Primary Market,True,2752,1179,331,149,81,38,13
2024-03-27,Germany,Primary Market,True,952,407,105,34,18,6,2
2024-03-27,Netherlands,Primary Market,True,2699,1142,431,167,55,27,11
2024-03-27,England,Primary Market,True,3066,1713,681,223,99,60,24
2024-03-27,North America,Expansion Market,False,3939,1588,636,163,49,29,12
2024-03-27,Australia,Expansion Market,False,2811,1555,342,148,102,51,12
2024-03-27,Croatia,Primary Market,True,904,379,104,33,22,7,2
2024-03-28,Germany,Primary Market,True,3120,1897,868,409,233,155,64
2024-03-28,Netherlands,Primary Market,True,3541,1590,465,159,94,49,24
2024-03-28,England,Primary Market,True,3514,1601,400,103,68,25,10
2024-03-28,North America,Expansion Market,False,3486,2126,739,307,158,74,30
2024-03-28,Australia,Expansion Market,False,3158,2161,995,268,156,66,31
2024-03-28,Croatia,Primary Market,True,1462,1002,443,188,119,46,21
2024-03-29,Germany,Primary Market,True,1447,705,269,83,44,22,6
2024-03-29,Netherlands,Primary Market,True,3782,1618,795,293,125,85,29
2024-03-29,England,Primary Market,True,973,449,157,64,24,14,5
2024-03-29,North America,Expansion Market,False,3417,2075,786,385,231,75,28
2024-03-29,Australia,Expansion Market,False,2271,1456,534,210,112,74,26
2024-03-29,Croatia,Primary Market,True,1964,855,333,166,50,16,4
2024-03-30,Germany,Primary Market,True,1989,1129,299,92,28,19,5
2024-03-30,Netherlands,Primary Market,True,3529,1971,402,117,63,31,6
2024-03-30,England,Primary Market,True,2144,1036,374,114,46,22,4
2024-03-30,North America,Expansion Market,False,1509,750,162,69,32,10,3
2024-03-30,Australia,Expansion Market,False,2605,1521,646,291,138,59,13
2024-03-30,Croatia,Primary Market,True,3603,2122,914,197,120,50,11
2024-03-31,Germany,Primary Market,True,2509,1078,369,100,59,28,12
2024-03-31,Netherlands,Primary Market,True,1574,891,297,65,20,9,2
2024-03-31,England,Primary Market,True,2203,1107,408,90,52,17,7
2024-03-31,North America,Expansion Market,False,1054,545,142,66,37,23,6
2024-03-31,Australia,Expansion Market,False,1080,692,334,150,83,40,13
2024-03-31,Croatia,Primary Market,True,3604,2388,528,164,108,34,10
2024-04-01,Germany,Primary Market,True,709,359,88,27,18,12,4
2024-04-01,Netherlands,Primary Market,True,3495,2424,582,209,110,69,33
2024-04-01,England,Primary Market,True,2956,1266,456,137,68,33,12
2024-04-01,North America,Expansion Market,False,3577,2099,701,338,152,48,18
2024-04-01,Australia,Expansion Market,False,3528,2037,451,144,85,33,11
2024-04-01,Croatia,Primary Market,True,626,342,126,47,21,7,3
2024-04-02,Germany,Primary Market,True,3787,2592,1186,481,317,176,82
2024-04-02,Netherlands,Primary Market,True,3967,2732,943,260,138,60,25
2024-04-02,England,Primary Market,True,3994,1863,677,313,174,72,20
2024-04-02,North America,Expansion Market,False,1648,798,253,77,50,34,11
2024-04-02,Australia,Expansion Market,False,3181,2006,525,224,122,58,23
2024-04-02,Croatia,Primary Market,True,3169,1852,663,251,134,75,29
2024-04-03,Germany,Primary Market,True,3173,1740,795,187,91,60,13
2024-04-03,Netherlands,Primary Market,True,3908,2193,1010,390,157,84,20
2024-04-03,England,Primary Market,True,3234,2228,449,109,62,19,7
2024-04-03,North America,Expansion Market,False,3241,1870,430,98,65,32,7
2024-04-03,Australia,Expansion Market,False,2387,1300,474,172,85,56,26
2024-04-03,Croatia,Primary Market,True,1741,928,221,61,27,10,2
2024-04-04,Germany,Primary Market,True,1269,830,186,42,13,5,1
2024-04-04,Netherlands,Primary Market,True,2523,1059,223,104,63,20,6
2024-04-04,England,Primary Market,True,3881,1783,733,249,101,59,18
2024-04-04,North America,Expansion Market,False,2616,1803,573,140,80,40,12
2024-04-04,Australia,Expansion Market,False,3219,1519,607,261,138,90,23
2024-04-04,Croatia,Primary Market,True,1116,550,143,62,43,29,13
2024-04-05,Germany,Primary Market,True,3767,1851,563,187,126,45,20
2024-04-05,Netherlands,Primary Market,True,1561,1018,295,101,67,31,11
2024-04-05,England,Primary Market,True,1738,1055,510,143,79,44,17
2024-04-05,North America,Expansion Market,False,1043,451,134,42,18,7,2
2024-04-05,Australia,Expansion Market,False,1969,1110,312,115,73,38,14
2024-04-05,Croatia,Primary Market,True,1887,1184,314,80,36,17,7
2024-04-06,Germany,Primary Market,True,3112,1493,701,260,98,61,24
2024-04-06,Netherlands,Primary Market,True,937,647,303,79,36,19,5
2024-04-06,England,Primary Market,True,3217,1968,813,334,118,37,18
2024-04-06,North America,Expansion Market,False,3879,2551,1209,511,187,71,21
2024-04-06,Australia,Expansion Market,False,3282,1637,499,144,67,21,6
2024-04-06,Croatia,Primary Market,True,2685,1732,711,245,164,59,20
2024-04-07,Germany,Primary Market,True,3671,2005,730,225,121,57,27
2024-04-07,Netherlands,Primary Market,True,2057,1071,490,98,50,33,6
2024-04-07,England,Primary Market,True,3020,1325,492,239,99,35,16
2024-04-07,North America,Expansion Market,False,3254,1411,382,108,35,14,4
2024-04-07,Australia,Expansion Market,False,2164,1420,462,192,96,37,14
2024-04-07,Croatia,Primary Market,True,588,392,81,26,16,9,2
2024-04-08,Germany,Primary Market,True,1280,617,208,86,28,19,3
2024-04-08,Netherlands,Primary Market,True,2564,1484,332,69,38,18,8
2024-04-08,England,Primary Market,True,735,335,165,35,11,6,1
2024-04-08,North America,Expansion Market,False,2126,1330,543,260,175,79,20
2024-04-08,Australia,Expansion Market,False,686,446,218,96,52,30,9
2024-04-08,Croatia,Primary Market,True,3378,1789,711,230,82,25,7
2024-04-09,Germany,Primary Market,True,1116,618,295,65,39,20,4
2024-04-09,Netherlands,Primary Market,True,3649,1813,431,90,31,20,4
2024-04-09,England,Primary Market,True,3269,2015,743,256,114,71,35
2024-04-09,North America,Expansion Market,False,2725,1298,555,123,83,42,16
2024-04-09,Australia,Expansion Market,False,1971,1141,493,236,131,85,18
2024-04-09,Croatia,Primary Market,True,586,313,101,22,13,5,1
2024-04-10,Germany,Primary Market,True,3147,1720,854,257,130,59,11
2024-04-10,Netherlands,Primary Market,True,3222,1678,415,183,86,54,12
2024-04-10,England,Primary Market,True,2451,1379,687,237,113,67,20
2024-04-10,North America,Expansion Market,False,1756,996,360,153,51,16,6
2024-04-10,Australia,Expansion Market,False,1343,784,328,135,47,25,12
2024-04-10,Croatia,Primary Market,True,3516,2036,843,186,104,64,18
2024-04-11,Germany,Primary Market,True,980,627,220,61,32,13,5
2024-04-11,Netherlands,Primary Market,True,3225,1583,427,203,133,70,33
2024-04-11,England,Primary Market,True,3888,1567,458,96,58,19,7
2024-04-11,North America,Expansion Market,False,849,592,275,115,55,37,8
2024-04-11,Australia,Expansion Market,False,3818,2425,952,467,264,131,51
2024-04-11,Croatia,Primary Market,True,515,254,61,30,17,9,1
2024-04-12,Germany,Primary Market,True,2293,1042,478,186,124,82,20
2024-04-12,Netherlands,Primary Market,True,3181,2015,596,176,55,28,9
2024-04-12,England,Primary Market,True,2783,1114,421,102,35,19,4
2024-04-12,North America,Expansion Market,False,2659,1413,608,286,135,81,27
2024-04-12,Australia,Expansion Market,False,1415,966,224,102,34,20,9
2024-04-12,Croatia,Primary Market,True,3986,2006,902,352,238,124,34
2024-04-13,Germany,Primary Market,True,3438,1449,687,166,57,18,7
2024-04-13,Netherlands,Primary Market,True,2756,1270,393,123,40,19,7
2024-04-13,England,Primary Market,True,2642,1242,350,159,67,42,9
2024-04-13,North America,Expansion Market,False,2066,1101,330,157,47,29,12
2024-04-13,Australia,Expansion Market,False,3850,1916,932,210,125,81,32
2024-04-13,Croatia,Primary Market,True,1319,686,245,63,31,13,4
2024-04-14,Germany,Primary Market,True,3382,2029,1003,373,130,53,22
2024-04-14,Netherlands,Primary Market,True,3581,1925,493,145,48,24,11
2024-04-14,England,Primary Market,True,1304,627,208,57,31,11,4
2024-04-14,North America,Expansion Market,False,2730,1363,288,112,53,33,6
2024-04-14,Australia,Expansion Market,False,2830,1768,397,111,37,11,4
2024-04-14,Croatia,Primary Market,True,1117,595,275,60,19,6,1
2024-04-15,Germany,Primary Market,True,885,580,184,65,36,12,3
2024-04-15,Netherlands,Primary Market,True,795,499,238,71,29,16,3
2024-04-15,England,Primary Market,True,3611,1686,347,170,101,50,20
2024-04-15,North America,Expansion Market,False,1055,453,187,51,15,9,2
2024-04-15,Australia,Expansion Market,False,3039,1708,819,167,76,22,6
2024-04-15,Croatia,Primary Market,True,3165,2102,693,304,159,102,36
2024-04-16,Germany,Primary Market,True,3415,1884,429,213,110,66,26
2024-04-16,Netherlands,Primary Market,True,3244,1998,985,210,111,68,30
2024-04-16,England,Primary Market,True,3004,1446,374,81,52,18,7
2024-04-16,North America,Expansion Market,False,2303,1233,380,147,95,51,15
2024-04-16,Australia,Expansion Market,False,3702,2499,940,431,241,134,53
2024-04-16,Croatia,Primary Market,True,1860,1242,413,162,90,56,14
2024-04-17,Germany,Primary Market,True,1842,1159,374,182,84,44,20
2024-04-17,Netherlands,Primary Market,True,2780,1692,420,86,29,11,3
2024-04-17,England,Primary Market,True,1007,467,143,43,20,10,4
2024-04-17,North America,Expansion Market,False,1621,729,349,88,49,23,10
2024-04-17,Australia,Expansion Market,False,1784,1147,317,127,72,39,11
2024-04-17,Croatia,Primary Market,True,622,261,92,26,17,8,1
2024-04-18,Germany,Primary Market,True,3277,1341,568,169,52,29,14
2024-04-18,Netherlands,Primary Market,True,3178,1714,454,100,55,23,8
2024-04-18,England,Primary Market,True,1808,790,292,122,40,24,5
2024-04-18,North America,Expansion Market,False,1101,661,246,79,34,14,6
2024-04-18,Australia,Expansion Market,False,2305,1033,436,136,74,28,7
2024-04-18,Croatia,Primary Market,True,584,402,123,35,13,7,1
2024-04-19,Germany,Primary Market,True,1846,870,176,70,47,30,14
2024-04-19,Netherlands,Primary Market,True,1019,684,321,159,102,37,10
2024-04-19,England,Primary Market,True,3503,1955,765,202,71,47,13
2024-04-19,North America,Expansion Market,False,1083,468,160,39,22,13,3
2024-04-19,Australia,Expansion Market,False,513,295,75,19,8,3,1
2024-04-19,Croatia,Primary Market,True,1795,1137,508,216,87,41,13
2024-04-20,Germany,Primary Market,True,1540,851,233,100,30,16,4
2024-04-20,Netherlands,Primary Market,True,2190,981,301,118,42,28,9
2024-04-20,England,Primary Market,True,3876,1889,680,180,115,62,27
2024-04-20,North America,Expansion Market,False,2124,1151,336,118,66,30,14
2024-04-20,Australia,Expansion Market,False,2805,1649,738,312,104,47,19
2024-04-20,Croatia,Primary Market,True,2394,1652,708,204,85,56,27
