date,country,location_type,sessions,users,pageviews,revenue,organic_traffic,paid_traffic,sessions_ma_7d,sessions_ma_30d
2023-12-07,Germany,Primary Market,1871,1535,4834,35576.06147083941,934,937,3068.1428571428573,2945.4666666666667
2023-12-07,Netherlands,Primary Market,2194,1891,5812,65020.10358280357,1008,1186,1949.0,1629.6
2023-12-07,North America,Expansion Market,2015,1710,3261,50454.27285283094,997,1018,2005.0,1816.3333333333333
2023-12-08,Australia,Expansion Market,1442,1152,3611,67450.80016813573,822,620,1443.5714285714287,1285.1666666666667
2023-12-08,Croatia,Primary Market,1150,992,2933,27313.22242187529,601,549,2319.714285714286,2018.1666666666667
2023-12-08,England,Primary Market,1031,893,2206,36000.99603376888,603,428,1374.857142857143,1181.5333333333333
2023-12-08,Germany,Primary Market,2166,1643,4730,56847.30752314768,945,1221,3103.8571428571427,2956.366666666667
2023-12-08,Netherlands,Primary Market,1352,1088,2674,40806.98241151865,660,692,1907.0,1629.5
2023-12-08,North America,Expansion Market,1184,997,2538,20008.123208931844,587,597,1949.7142857142858,1792.3666666666666
2023-12-09,Australia,Expansion Market,738,541,1773,21057.159493847183,351,387,1199.2857142857142,1271.1
2023-12-09,Croatia,Primary Market,2014,1679,5477,58777.33210565865,837,1177,2216.285714285714,2016.7
2023-12-09,England,Primary Market,1707,1258,4024,77448.80059885653,730,977,1422.7142857142858,1188.8
2023-12-09,Germany,Primary Market,3832,3069,9027,125211.43524229515,1825,2007,3042.4285714285716,2980.3333333333335
2023-12-09,Netherlands,Primary Market,1859,1458,3879,38217.85804247798,968,891,1962.857142857143,1660.1
2023-12-09,North America,Expansion Market,2012,1618,3643,46836.53269871774,982,1030,1912.142857142857,1805.4666666666667
2023-12-10,Australia,Expansion Market,1828,1533,4800,60184.29803698339,803,1025,1245.4285714285713,1295.2666666666667
2023-12-10,Croatia,Primary Market,2274,1740,4314,99594.40129136133,1006,1268,1986.142857142857,2024.2
2023-12-10,England,Primary Market,2157,1685,4690,72895.1785576638,1063,1094,1456.857142857143,1224.2333333333333
2023-12-10,Germany,Primary Market,5199,4195,10799,151645.5887560569,2549,2650,3181.5714285714284,3057.2
2023-12-10,Netherlands,Primary Market,1001,838,2686,15698.072631491881,499,502,1603.2857142857142,1618.9
2023-12-10,North America,Expansion Market,2820,2212,6544,98582.20136936495,1398,1422,1999.0,1828.4333333333334
2023-12-11,Australia,Expansion Market,1908,1547,3750,57103.82070766691,1008,900,1389.0,1300.9333333333334
2023-12-11,Croatia,Primary Market,1126,901,2810,21448.145593439025,622,504,1884.0,2012.3666666666666
2023-12-11,England,Primary Market,1313,975,3616,33120.05167773845,701,612,1372.2857142857142,1205.8
2023-12-11,Germany,Primary Market,3178,2621,7029,85711.38859286276,1602,1576,3247.714285714286,3051.733333333333
2023-12-11,Netherlands,Primary Market,1245,1035,2969,36190.33580474474,604,641,1388.857142857143,1566.7666666666667
2023-12-11,North America,Expansion Market,2459,1934,5490,62666.12813259441,1235,1224,2100.714285714286,1828.6
2023-12-12,Australia,Expansion Market,1108,949,2861,34695.282222559596,474,634,1311.2857142857142,1242.8666666666666
2023-12-12,Croatia,Primary Market,1592,1266,4105,68795.2302677638,816,776,1822.5714285714287,1955.3333333333333
2023-12-12,England,Primary Market,799,695,2101,23004.504469219704,410,389,1270.0,1202.0666666666666
2023-12-12,Germany,Primary Market,2167,1721,4353,66555.4620818007,1054,1113,3052.714285714286,2974.633333333333
2023-12-12,Netherlands,Primary Market,1233,928,2835,35384.62389250039,596,637,1447.0,1577.2666666666667
2023-12-12,North America,Expansion Market,1284,1101,3289,46240.68184101413,660,624,2026.4285714285713,1842.4333333333334
2023-12-13,Australia,Expansion Market,483,370,1089,17882.58872532251,253,230,1271.142857142857,1224.5
2023-12-13,Croatia,Primary Market,1991,1597,4678,50724.46026258479,970,1021,1791.4285714285713,1981.5
2023-12-13,England,Primary Market,1282,1095,2923,34935.68571411045,686,596,1258.0,1221.7333333333333
2023-12-13,Germany,Primary Market,2782,2368,6762,114509.35676460357,1503,1279,3027.8571428571427,2963.4666666666667
2023-12-13,Netherlands,Primary Market,1930,1569,4453,82337.98295589755,1063,867,1544.857142857143,1578.5
2023-12-13,North America,Expansion Market,1129,859,2468,19727.72845523411,506,623,1843.2857142857142,1807.6
2023-12-14,Australia,Expansion Market,1696,1368,3540,29866.576948298098,855,841,1314.7142857142858,1253.2333333333333
2023-12-14,Croatia,Primary Market,921,726,1865,11275.344069518465,504,417,1581.142857142857,1935.0666666666666
2023-12-14,England,Primary Market,1783,1324,3761,44651.121100005046,787,996,1438.857142857143,1244.1333333333334
2023-12-14,Germany,Primary Market,2968,2437,7111,87923.8056261456,1433,1535,3184.5714285714284,3002.3333333333335
2023-12-14,Netherlands,Primary Market,1076,851,2302,36457.07330659264,538,538,1385.142857142857,1570.4
2023-12-14,North America,Expansion Market,1356,1136,2783,27910.374207896682,735,621,1749.142857142857,1787.3
2023-12-15,Australia,Expansion Market,1204,1006,2622,42204.803929828784,573,631,1280.7142857142858,1249.9
2023-12-15,Croatia,Primary Market,1285,1104,3666,28993.900915778897,616,669,1600.4285714285713,1910.3666666666666
2023-12-15,England,Primary Market,866,762,1604,23954.88688976518,429,437,1415.2857142857142,1244.4333333333334
2023-12-15,Germany,Primary Market,2941,2301,6625,70894.14826354831,1458,1483,3295.285714285714,3012.233333333333
2023-12-15,Netherlands,Primary Market,1729,1328,4604,58438.42050718656,962,767,1439.0,1551.2666666666667
2023-12-15,North America,Expansion Market,2008,1607,4037,60854.564927070795,1016,992,1866.857142857143,1804.5666666666666
2023-12-16,Australia,Expansion Market,1603,1274,3936,53168.898244577824,782,821,1404.2857142857142,1282.5333333333333
2023-12-16,Croatia,Primary Market,2637,2033,6332,98312.00612447251,1526,1111,1689.4285714285713,1928.9666666666667
2023-12-16,England,Primary Market,1760,1426,4116,73555.59577769387,742,1018,1422.857142857143,1277.6
2023-12-16,Germany,Primary Market,3691,2877,8584,127067.3480849706,1980,1711,3275.1428571428573,3033.733333333333
2023-12-16,Netherlands,Primary Market,1953,1686,4014,69067.45487313639,883,1070,1452.4285714285713,1569.0333333333333
2023-12-16,North America,Expansion Market,2751,2201,5295,61187.87181793309,1447,1304,1972.4285714285713,1844.1
2023-12-17,Australia,Expansion Market,2084,1538,4496,78594.73562991955,1011,1073,1440.857142857143,1330.4666666666667
2023-12-17,Croatia,Primary Market,1908,1566,3221,74379.10629816428,1006,902,1637.142857142857,1920.7333333333333
2023-12-17,England,Primary Market,1179,903,3272,33781.81029504081,552,627,1283.142857142857,1286.1333333333334
2023-12-17,Germany,Primary Market,4417,3381,10433,140635.19319713223,2086,2331,3163.4285714285716,3092.4
2023-12-17,Netherlands,Primary Market,1964,1514,5634,64305.814114296125,972,992,1590.0,1548.1333333333334
2023-12-17,North America,Expansion Market,2827,2428,6339,86953.06077809827,1460,1367,1973.4285714285713,1917.8666666666666
2023-12-18,Australia,Expansion Market,1321,1036,2666,34581.40684780175,645,676,1357.0,1299.3
2023-12-18,Croatia,Primary Market,2498,1885,4353,76953.75837845638,1152,1346,1833.142857142857,1902.5
2023-12-18,England,Primary Market,1150,924,2408,18919.08174179573,610,540,1259.857142857143,1256.8333333333333
2023-12-18,Germany,Primary Market,3364,2668,7303,108661.02853636278,1790,1574,3190.0,3085.733333333333
2023-12-18,Netherlands,Primary Market,1372,1093,3678,41374.1284942292,623,749,1608.142857142857,1515.3333333333333
2023-12-18,North America,Expansion Market,1929,1500,4072,55177.414536007826,1015,914,1897.7142857142858,1912.7333333333333
2023-12-19,Australia,Expansion Market,1527,1228,2798,48734.66149582628,767,760,1416.857142857143,1319.9333333333334
2023-12-19,Croatia,Primary Market,2335,1812,4794,72261.84032658706,1245,1090,1939.2857142857142,1921.4666666666667
2023-12-19,England,Primary Market,1230,1041,2108,27248.492108873255,679,551,1321.4285714285713,1290.3
2023-12-19,Germany,Primary Market,2235,1883,4847,84047.35164922605,1096,1139,3199.714285714286,3057.4
2023-12-19,Netherlands,Primary Market,1222,1006,2804,37220.57653468906,646,576,1606.5714285714287,1482.8333333333333
2023-12-19,North America,Expansion Market,974,790,2308,26811.02235554628,473,501,1853.4285714285713,1871.1333333333334
2023-12-20,Australia,Expansion Market,774,597,1561,27845.72382298103,353,421,1458.4285714285713,1299.7333333333333
2023-12-20,Croatia,Primary Market,2151,1524,4289,94779.7762429867,1126,1025,1962.142857142857,1948.4666666666667
2023-12-20,England,Primary Market,2054,1610,5005,79929.81160005654,949,1105,1431.7142857142858,1318.0333333333333
2023-12-20,Germany,Primary Market,3052,2454,6181,79876.8126462165,1525,1527,3238.285714285714,3076.6666666666665
2023-12-20,Netherlands,Primary Market,1675,1430,4149,44391.15981099114,724,951,1570.142857142857,1489.8666666666666
2023-12-20,North America,Expansion Market,1413,1163,3344,52173.71018796828,681,732,1894.0,1875.8666666666666
2023-12-21,Australia,Expansion Market,854,672,2174,35996.33104444288,383,471,1338.142857142857,1292.1666666666667
2023-12-21,Croatia,Primary Market,1376,990,2965,40029.589256103936,750,626,2027.142857142857,1935.8666666666666
2023-12-21,England,Primary Market,1655,1406,4201,43758.88363953962,870,785,1413.4285714285713,1338.3666666666666
2023-12-21,Germany,Primary Market,3532,2848,8291,93549.3081163157,1648,1884,3318.8571428571427,3113.7
2023-12-21,Netherlands,Primary Market,2105,1662,3740,61326.13221511066,1184,921,1717.142857142857,1497.3
2023-12-21,North America,Expansion Market,2039,1677,4176,53096.877151368724,1077,962,1991.5714285714287,1869.7666666666667
2023-12-22,Australia,Expansion Market,1589,1221,3230,52723.54776841858,794,795,1393.142857142857,1324.0666666666666
2023-12-22,Croatia,Primary Market,1381,1097,2679,58404.091779192764,708,673,2040.857142857143,1916.1333333333334
2023-12-22,England,Primary Market,1015,820,2654,24276.505321190707,548,467,1434.7142857142858,1329.1
2023-12-22,Germany,Primary Market,2472,1990,5921,77694.15783735135,1323,1149,3251.8571428571427,3091.4
2023-12-22,Netherlands,Primary Market,1618,1278,3503,52769.45805405985,749,869,1701.2857142857142,1521.2
2023-12-22,North America,Expansion Market,1488,1157,2851,41732.75825369656,726,762,1917.2857142857142,1870.8
2023-12-23,Australia,Expansion Market,1335,1031,2781,45726.77031152447,745,590,1354.857142857143,1321.4333333333334
2023-12-23,Croatia,Primary Market,2483,2025,5150,78595.8679796075,1068,1415,2018.857142857143,1916.1333333333334
2023-12-23,England,Primary Market,753,566,1658,34509.54244362894,354,399,1290.857142857143,1338.9666666666667
2023-12-23,Germany,Primary Market,4106,3299,10091,111743.2191018862,2070,2036,3311.1428571428573,3154.233333333333
2023-12-23,Netherlands,Primary Market,1764,1443,3935,48895.192933261125,960,804,1674.2857142857142,1546.4333333333334
2023-12-23,North America,Expansion Market,3275,2607,7719,90411.27216982126,1637,1638,1992.142857142857,1916.3
2023-12-24,Australia,Expansion Market,2345,2049,5107,62862.52725425169,1168,1177,1392.142857142857,1365.5666666666666
2023-12-24,Croatia,Primary Market,1973,1576,4785,43771.715269889755,918,1055,2028.142857142857,1907.5
2023-12-24,England,Primary Market,1271,1048,2147,20691.998749895592,572,699,1304.0,1351.6666666666667
2023-12-24,Germany,Primary Market,4641,3584,10355,168692.30347131653,2451,2190,3343.1428571428573,3245.233333333333
2023-12-24,Netherlands,Primary Market,2321,1830,5265,93143.2003281228,1186,1135,1725.2857142857142,1565.7666666666667
2023-12-24,North America,Expansion Market,2438,1954,4966,92778.37706124486,1149,1289,1936.5714285714287,1954.0333333333333
2023-12-25,Australia,Expansion Market,529,395,1432,21474.751102058086,275,254,1279.0,1322.1
2023-12-25,Croatia,Primary Market,1832,1452,5287,43213.52661258411,912,920,1933.0,1921.0
2023-12-25,England,Primary Market,941,723,2018,25779.670326300868,450,491,1274.142857142857,1335.6333333333334
2023-12-25,Germany,Primary Market,2532,1973,5730,93618.69808608537,1291,1241,3224.285714285714,3195.6
2023-12-25,Netherlands,Primary Market,1887,1457,4962,36540.463916546534,887,1000,1798.857142857143,1594.0666666666666
2023-12-25,North America,Expansion Market,758,606,1756,14775.828343066365,399,359,1769.2857142857142,1913.4666666666667
2023-12-26,Australia,Expansion Market,450,346,889,8027.137410958334,238,212,1125.142857142857,1285.8333333333333
2023-12-26,Croatia,Primary Market,1275,1072,3054,46992.87645461534,667,608,1781.5714285714287,1889.8333333333333
2023-12-26,England,Primary Market,797,607,1585,25909.57081589126,413,384,1212.2857142857142,1313.1333333333334
2023-12-26,Germany,Primary Market,3595,2865,8289,116850.36189858265,1692,1903,3418.5714285714284,3163.8
2023-12-26,Netherlands,Primary Market,1176,928,2643,38151.11227880171,623,553,1792.2857142857142,1601.2666666666667
2023-12-26,North America,Expansion Market,1589,1266,2820,30162.311073703695,711,878,1857.142857142857,1903.8
2023-12-27,Australia,Expansion Market,1319,1084,3228,36234.411437023104,609,710,1203.0,1293.7
2023-12-27,Croatia,Primary Market,1669,1373,3679,36837.51213200827,851,818,1712.7142857142858,1880.8666666666666
2023-12-27,England,Primary Market,1674,1235,3729,29136.17515281443,822,852,1158.0,1332.9666666666667
2023-12-27,Germany,Primary Market,3501,2842,8624,77859.64520429258,1566,1935,3482.714285714286,3208.1
2023-12-27,Netherlands,Primary Market,1759,1377,4106,52619.84960542852,823,936,1804.2857142857142,1600.7666666666667
2023-12-27,North America,Expansion Market,918,661,2241,35591.234706507625,493,425,1786.4285714285713,1873.4666666666667
2023-12-28,Australia,Expansion Market,1756,1393,4143,59837.39572232636,834,922,1331.857142857143,1309.8
2023-12-28,Croatia,Primary Market,1824,1436,4651,34288.66084770182,799,1025,1776.7142857142858,1897.0333333333333
2023-12-28,England,Primary Market,1409,1113,2888,44520.39207795866,672,737,1122.857142857143,1324.1333333333334
2023-12-28,Germany,Primary Market,2411,1938,5978,80083.77876684013,1130,1281,3322.5714285714284,3216.5333333333333
2023-12-28,Netherlands,Primary Market,1399,1110,2676,42526.19642410884,741,658,1703.4285714285713,1611.8
2023-12-28,North America,Expansion Market,1587,1304,3701,56770.13929009958,844,743,1721.857142857143,1872.0333333333333
2023-12-29,Australia,Expansion Market,1656,1215,3533,55392.344075471294,772,884,1341.4285714285713,1332.2
2023-12-29,Croatia,Primary Market,1381,1072,3243,56780.22247101082,750,631,1776.7142857142858,1908.6666666666667
2023-12-29,England,Primary Market,887,772,1492,25149.868498014424,460,427,1104.5714285714287,1293.9333333333334
2023-12-29,Germany,Primary Market,2162,1743,4393,80353.44250645011,1089,1073,3278.285714285714,3192.6666666666665
2023-12-29,Netherlands,Primary Market,1457,1241,3686,19686.104837934377,803,654,1680.4285714285713,1641.4333333333334
2023-12-29,North America,Expansion Market,1517,1190,3040,56058.175781380975,814,703,1726.0,1835.9333333333334
2023-12-30,Australia,Expansion Market,1181,977,2468,35496.63137847773,582,599,1319.4285714285713,1339.3
2023-12-30,Croatia,Primary Market,1752,1421,4624,50448.211380202425,873,879,1672.2857142857142,1907.8666666666666
2023-12-30,England,Primary Market,1633,1265,4075,62131.929058244365,890,743,1230.2857142857142,1330.5333333333333
2023-12-30,Germany,Primary Market,4188,3257,7668,120589.74085382586,2051,2137,3290.0,3220.3
2023-12-30,Netherlands,Primary Market,2621,2083,5305,76101.87163830976,1201,1420,1802.857142857143,1712.0333333333333
2023-12-30,North America,Expansion Market,1779,1296,3932,55397.309708546294,885,894,1512.2857142857142,1852.3
2023-12-31,Australia,Expansion Market,2477,2055,4776,64816.994998265414,1248,1229,1338.2857142857142,1395.6666666666667
2023-12-31,Croatia,Primary Market,2234,1866,4455,62186.556497097125,937,1297,1709.5714285714287,1938.3333333333333
2023-12-31,England,Primary Market,1368,986,2703,49429.32942562886,753,615,1244.142857142857,1343.5666666666666
2023-12-31,Germany,Primary Market,4282,3214,9702,160581.09190617013,2113,2169,3238.714285714286,3299.1666666666665
2023-12-31,Netherlands,Primary Market,2473,2034,6472,71519.03542050494,1150,1323,1824.5714285714287,1739.6
2023-12-31,North America,Expansion Market,2703,2128,6767,74362.25932328035,1392,1311,1550.142857142857,1890.0333333333333
2024-01-01,Australia,Expansion Market,1123,871,2701,33311.01320096093,601,522,1423.142857142857,1351.5
2024-01-01,Croatia,Primary Market,778,620,1438,16210.390111881079,326,452,1559.0,1873.0
2024-01-01,England,Primary Market,684,525,1500,18647.04831145339,381,303,1207.4285714285713,1320.6333333333334
2024-01-01,Germany,Primary Market,2036,1613,4899,41219.44972542984,1111,925,3167.8571428571427,3224.9666666666667
2024-01-01,Netherlands,Primary Market,1698,1237,3527,30379.23992812849,726,972,1797.5714285714287,1747.2666666666667
2024-01-01,North America,Expansion Market,1468,1176,2837,43041.176383568294,741,727,1651.5714285714287,1863.1333333333334
2024-01-02,Australia,Expansion Market,1020,824,2462,33644.036803116614,519,501,1504.5714285714287,1335.3333333333333
2024-01-02,Croatia,Primary Market,1326,1081,2566,20168.01640927679,609,717,1566.2857142857142,1787.7
2024-01-02,England,Primary Market,1028,738,2638,21597.9687513028,481,547,1240.4285714285713,1290.9666666666667
2024-01-02,Germany,Primary Market,2778,2339,4971,103000.24598750466,1476,1302,3051.1428571428573,3176.733333333333
2024-01-02,Netherlands,Primary Market,753,661,1637,25890.81208517438,430,323,1737.142857142857,1655.1
2024-01-02,North America,Expansion Market,442,360,992,14341.439862047173,205,237,1487.7142857142858,1804.1333333333334
2024-01-03,Australia,Expansion Market,1356,1070,2908,56197.564568786016,680,676,1509.857142857143,1350.4333333333334
2024-01-03,Croatia,Primary Market,906,680,2215,24566.491446806554,457,449,1457.2857142857142,1756.5333333333333
2024-01-03,England,Primary Market,1105,874,2875,44512.618641128625,532,573,1159.142857142857,1264.3
2024-01-03,Germany,Primary Market,2709,2191,5810,88286.00360780882,1449,1260,2938.0,3176.5333333333333
2024-01-03,Netherlands,Primary Market,1515,1239,3517,61478.77142228601,764,751,1702.2857142857142,1614.0666666666666
2024-01-03,North America,Expansion Market,2157,1744,4039,66245.41140996513,1013,1144,1664.7142857142858,1817.8
2024-01-04,Australia,Expansion Market,1546,1257,3353,56647.16324703237,753,793,1479.857142857143,1346.9
2024-01-04,Croatia,Primary Market,2091,1602,5528,83226.15777141278,1105,986,1495.4285714285713,1758.8333333333333
2024-01-04,England,Primary Market,1099,908,2458,31648.630653521286,560,539,1114.857142857143,1250.4333333333334
2024-01-04,Germany,Primary Market,2959,2214,5588,116223.6735269627,1392,1567,3016.285714285714,3157.4333333333334
2024-01-04,Netherlands,Primary Market,1717,1378,3571,59920.07774423721,951,766,1747.7142857142858,1643.7666666666667
2024-01-04,North America,Expansion Market,2320,1869,5747,66118.1963677678,1154,1166,1769.4285714285713,1835.0
2024-01-05,Australia,Expansion Market,1932,1644,5474,78856.81413462781,959,973,1519.2857142857142,1385.8333333333333
2024-01-05,Croatia,Primary Market,2324,1781,5125,55497.50557633971,1137,1187,1630.142857142857,1762.6666666666667
2024-01-05,England,Primary Market,605,470,1396,17512.827251658968,281,324,1074.5714285714287,1225.0666666666666
2024-01-05,Germany,Primary Market,3454,2876,8166,67939.97964534652,1446,2008,3200.8571428571427,3174.0333333333333
2024-01-05,Netherlands,Primary Market,1800,1380,2828,65150.14779894646,805,995,1796.7142857142858,1662.2666666666667
2024-01-05,North America,Expansion Market,714,526,1473,21226.84380560521,340,374,1654.7142857142858,1778.4333333333334
2024-01-06,Australia,Expansion Market,2626,2069,5639,80412.56887138053,1112,1514,1725.7142857142858,1427.0
2024-01-06,Croatia,Primary Market,3257,2783,7158,130508.1522833457,1461,1796,1845.142857142857,1791.4666666666667
2024-01-06,England,Primary Market,2035,1619,4198,43780.38561106746,1099,936,1132.0,1275.6666666666667
2024-01-06,Germany,Primary Market,5628,4550,10994,185679.4315200649,2609,3019,3406.5714285714284,3299.266666666667
2024-01-06,Netherlands,Primary Market,2882,2357,6616,120496.87487457886,1426,1456,1834.0,1685.2
2024-01-06,North America,Expansion Market,1951,1556,4240,72219.71132721257,1052,899,1679.2857142857142,1776.3
2024-01-07,Australia,Expansion Market,1834,1459,4010,41578.60663145093,909,925,1633.857142857143,1440.0666666666666
2024-01-07,Croatia,Primary Market,2406,1925,4804,66603.74580968526,1370,1036,1869.7142857142858,1833.3333333333333
2024-01-07,England,Primary Market,1689,1278,3744,56061.534397314754,752,937,1177.857142857143,1297.6
2024-01-07,Germany,Primary Market,4688,3853,10221,165890.4262215161,2375,2313,3464.5714285714284,3383.3333333333335
2024-01-07,Netherlands,Primary Market,2906,2319,7061,110072.91040785192,1333,1573,1895.857142857143,1737.0
2024-01-07,North America,Expansion Market,437,333,926,10271.811452916649,231,206,1355.5714285714287,1751.4
2024-01-08,Australia,Expansion Market,1486,1231,3800,32607.216161934906,828,658,1685.7142857142858,1465.0
2024-01-08,Croatia,Primary Market,1042,845,2593,20991.179458215596,562,480,1907.4285714285713,1800.9333333333334
2024-01-08,England,Primary Market,1324,1131,2365,38172.586260914744,550,774,1269.2857142857142,1284.8333333333333
2024-01-08,Germany,Primary Market,3784,2913,8620,89922.12272155243,1912,1872,3714.285714285714,3381.733333333333
2024-01-08,Netherlands,Primary Market,1011,768,2655,38141.08748897769,538,473,1797.7142857142858,1708.7333333333333
2024-01-08,North America,Expansion Market,1308,985,2819,57856.51646073113,651,657,1332.7142857142858,1727.9333333333334
2024-01-09,Australia,Expansion Market,1189,997,1913,24890.984989942488,571,618,1709.857142857143,1443.7
2024-01-09,Croatia,Primary Market,2554,2130,5756,80948.4115999663,1302,1252,2082.8571428571427,1810.2666666666667
2024-01-09,England,Primary Market,1199,992,2074,41824.60215897529,672,527,1293.7142857142858,1252.9
2024-01-09,Germany,Primary Market,2041,1648,4233,55592.45220926689,964,1077,3609.0,3276.4666666666667
2024-01-09,Netherlands,Primary Market,1297,1082,3267,28472.49194366864,757,540,1875.4285714285713,1718.6
2024-01-09,North America,Expansion Market,1752,1395,4008,65555.03141070488,941,811,1519.857142857143,1692.3333333333333
2024-01-10,Australia,Expansion Market,1579,1260,3696,37500.84056641431,709,870,1741.7142857142858,1432.7333333333333
2024-01-10,Croatia,Primary Market,1835,1366,4913,48975.21961974027,932,903,2215.5714285714284,1833.9
2024-01-10,England,Primary Market,957,717,2113,31941.933529210604,436,521,1272.5714285714287,1241.0333333333333
2024-01-10,Germany,Primary Market,2565,2147,5799,73023.49340976539,1185,1380,3588.4285714285716,3256.0333333333333
2024-01-10,Netherlands,Primary Market,1616,1342,3423,61920.49757206701,788,828,1889.857142857143,1730.9666666666667
2024-01-10,North America,Expansion Market,2332,1880,4703,75855.32241760244,1232,1100,1544.857142857143,1688.1
2024-01-11,Australia,Expansion Market,1856,1435,4278,80774.92818266714,969,887,1786.0,1457.6666666666667
2024-01-11,Croatia,Primary Market,1373,1023,3281,52382.50175642958,624,749,2113.0,1826.6
2024-01-11,England,Primary Market,1512,1115,3085,53035.33536255096,813,699,1331.5714285714287,1264.8
2024-01-11,Germany,Primary Market,3975,3345,8909,99818.72380513171,1930,2045,3733.5714285714284,3316.3
2024-01-11,Netherlands,Primary Market,933,779,2331,18683.08819127405,473,460,1777.857142857143,1720.9666666666667
2024-01-11,North America,Expansion Market,1516,1158,3626,48286.6207428367,774,742,1430.0,1695.8333333333333
2024-01-12,Australia,Expansion Market,1206,932,2846,21672.806287852924,587,619,1682.2857142857142,1481.7666666666667
2024-01-12,Croatia,Primary Market,1532,1249,4141,60747.38997479781,677,855,1999.857142857143,1811.3
2024-01-12,England,Primary Market,1088,947,2227,37690.40128814717,562,526,1400.5714285714287,1258.3333333333333
2024-01-12,Germany,Primary Market,2935,2289,6541,43825.74409595403,1459,1476,3659.4285714285716,3321.4
2024-01-12,Netherlands,Primary Market,1268,1034,3406,20004.58636913546,671,597,1701.857142857143,1698.9
2024-01-12,North America,Expansion Market,2042,1587,4749,69182.09938439561,1082,960,1619.7142857142858,1726.2666666666667
2024-01-13,Australia,Expansion Market,2222,1831,5558,50651.89786171417,1170,1052,1624.5714285714287,1499.3
2024-01-13,Croatia,Primary Market,2035,1562,4942,65953.75323961629,888,1147,1825.2857142857142,1848.4333333333334
2024-01-13,England,Primary Market,1986,1495,5223,58460.25713323637,1029,957,1393.5714285714287,1265.1
2024-01-13,Germany,Primary Market,2369,1831,6298,51490.34127903775,1349,1020,3193.8571428571427,3301.4333333333334
2024-01-13,Netherlands,Primary Market,1220,1006,2515,41933.05282385784,620,600,1464.4285714285713,1703.7
2024-01-13,North America,Expansion Market,2248,1868,5022,75977.1945533051,1208,1040,1662.142857142857,1756.0
2024-01-14,Australia,Expansion Market,2107,1693,3905,56811.59089958194,1152,955,1663.5714285714287,1529.4
2024-01-14,Croatia,Primary Market,2769,2274,5602,121547.33807954416,1326,1443,1877.142857142857,1897.9
2024-01-14,England,Primary Market,1826,1371,3651,73854.32285164874,1072,754,1413.142857142857,1297.1
2024-01-14,Germany,Primary Market,3638,2977,9446,107572.93170236824,1814,1824,3043.8571428571427,3324.6666666666665
2024-01-14,Netherlands,Primary Market,2667,2064,5855,48214.481172671614,1322,1345,1430.2857142857142,1734.9666666666667
2024-01-14,North America,Expansion Market,3180,2628,8142,71363.03520564263,1702,1478,2054.0,1795.0666666666666
2024-01-15,Australia,Expansion Market,1426,1084,2991,66221.60253891766,676,750,1655.0,1523.5
2024-01-15,Croatia,Primary Market,1600,1262,3763,49625.458577545105,860,740,1956.857142857143,1863.3333333333333
2024-01-15,England,Primary Market,1905,1416,5518,45412.713647687895,989,916,1496.142857142857,1301.9333333333334
2024-01-15,Germany,Primary Market,2008,1554,4775,50652.61370405217,896,1112,2790.1428571428573,3268.5666666666666
2024-01-15,Netherlands,Primary Market,1555,1301,3182,47173.76861682428,717,838,1508.0,1721.7
2024-01-15,North America,Expansion Market,1410,1099,3683,42795.77002537648,636,774,2068.5714285714284,1750.3666666666666
2024-01-16,Australia,Expansion Market,1796,1396,4115,35441.72161101453,838,958,1741.7142857142858,1513.9
2024-01-16,Croatia,Primary Market,1666,1305,4375,54426.23509649267,860,806,1830.0,1855.2666666666667
2024-01-16,England,Primary Market,1876,1525,3967,60083.09987531006,922,954,1592.857142857143,1325.1666666666667
2024-01-16,Germany,Primary Market,2427,1998,5031,105431.098099166,1275,1152,2845.285714285714,3202.233333333333
2024-01-16,Netherlands,Primary Market,1502,1233,3625,51387.06920498173,673,829,1537.2857142857142,1706.3
2024-01-16,North America,Expansion Market,1654,1317,4128,70638.76557953458,828,826,2054.5714285714284,1711.2666666666667
2024-01-17,Australia,Expansion Market,1000,784,2148,17036.91801370523,559,441,1659.0,1503.2
2024-01-17,Croatia,Primary Market,1584,1343,3995,72479.60327907567,726,858,1794.142857142857,1824.8
2024-01-17,England,Primary Market,768,668,1490,25948.38865446098,391,377,1565.857142857143,1312.4333333333334
2024-01-17,Germany,Primary Market,2523,2042,4809,78815.58486362718,1287,1236,2839.285714285714,3174.2
2024-01-17,Netherlands,Primary Market,1856,1485,4942,64265.12543742879,905,951,1571.5714285714287,1722.4333333333334
2024-01-17,North America,Expansion Market,1441,1156,3924,35701.66920809672,771,670,1927.2857142857142,1695.0
2024-01-18,Australia,Expansion Market,1515,1250,2879,48991.89705493909,653,862,1610.2857142857142,1502.8
2024-01-18,Croatia,Primary Market,2077,1728,5316,54410.5896832938,1055,1022,1894.7142857142858,1816.2
2024-01-18,England,Primary Market,1570,1346,2839,54308.57971660324,804,766,1574.142857142857,1323.7666666666667
2024-01-18,Germany,Primary Market,3591,2750,7895,138888.07326562353,1786,1805,2784.4285714285716,3219.4
2024-01-18,Netherlands,Primary Market,1662,1290,3952,62257.58742699735,900,762,1675.7142857142858,1737.1
2024-01-18,North America,Expansion Market,2797,2260,5655,63116.112838121044,1340,1457,2110.285714285714,1755.7666666666667
2024-01-19,Australia,Expansion Market,952,786,2000,21983.218701295507,532,420,1574.0,1508.7333333333333
